awardeeCounty,Year_date,awardee,d_inv,d_59,estimatedTotalAmt,d_99,estimatedTotalAmt_d_99,total
College Station,2018,TEXAS A&M ENGINEERING EXPERIMENT STATION,0,1,50000,0,0,50000
College Station,2019,TEXAS A & M UNIVERSITY,0,2,100000,0,0,100000
College Station,2019,TEXAS A&M ENGINEERING EXPERIMENT STATION,0,2,100000,0,0,100000
College Station,2020,TEXAS A & M UNIVERSITY,0,2,100000,0,0,100000
College Station,2020,TEXAS A&M ENGINEERING EXPERIMENT STATION,0,3,150000,0,0,150000
College Station,2021,TEXAS A & M UNIVERSITY,0,1,50000,0,0,50000
College Station,2021,TEXAS A&M ENGINEERING EXPERIMENT STATION,0,5,250000,0,0,250000
College Station,2022,TEXAS A&M AGRILIFE RESEARCH,0,1,50000,0,0,50000
College Station,2022,TEXAS A&M ENGINEERING EXPERIMENT STATION,0,1,50000,0,0,50000
Colorado Springs,2016,"REGENTS OF THE UNIVERSITY OF COLORADO, THE",0,1,50000,0,0,50000
Colorado Springs,2017,"REGENTS OF THE UNIVERSITY OF COLORADO, THE",0,1,50000,0,0,50000
Columbia,2012,SOUTH CAROLINA RESEARCH FOUNDATION,0,1,50000,0,0,50000
Columbia,2013,UNIVERSITY OF SOUTH CAROLINA,0,3,150000,0,0,150000
Columbia,2014,UNIVERSITY OF SOUTH CAROLINA,0,1,50000,0,0,50000
Columbia,2015,UNIVERSITY OF MISSOURI SYSTEM,0,2,100000,0,0,100000
Columbia,2016,UNIVERSITY OF MISSOURI SYSTEM,0,1,50000,1,299967,349967
Columbia,2016,UNIVERSITY OF SOUTH CAROLINA,0,1,50000,0,0,50000
Columbia,2017,UNIVERSITY OF MISSOURI SYSTEM,0,1,50000,0,0,50000
Columbia,2017,UNIVERSITY OF SOUTH CAROLINA,0,1,50000,1,500000,550000
Columbia,2019,UNIVERSITY OF MISSOURI SYSTEM,0,1,50000,0,0,50000
Columbia,2020,UNIVERSITY OF MISSOURI SYSTEM,0,2,66228,0,0,66228
Columbia,2020,UNIVERSITY OF SOUTH CAROLINA,0,1,50000,0,0,50000
Columbia,2021,UNIVERSITY OF SOUTH CAROLINA,0,1,50000,0,0,50000
Columbus,2012,"OHIO STATE UNIVERSITY, THE",0,1,50000,0,0,50000
Columbus,2014,"OHIO STATE UNIVERSITY, THE",0,1,50000,0,0,50000
Columbus,2016,"OHIO STATE UNIVERSITY, THE",0,1,50000,1,299997,349997
Columbus,2017,"OHIO STATE UNIVERSITY, THE",0,1,50000,0,0,50000
Commerce,2019,TEXAS A&M UNIVERSITY-COMMERCE,0,1,50000,0,0,50000
Cookeville,2013,TENNESSEE TECHNOLOGICAL UNIVERSITY,0,2,100000,0,0,100000
Cookeville,2016,TENNESSEE TECHNOLOGICAL UNIVERSITY,1,0,0,1,299868,299868
Cookeville,2018,TENNESSEE TECHNOLOGICAL UNIVERSITY,0,1,50000,0,0,50000
Corvallis,2012,OREGON STATE UNIVERSITY,0,1,50000,0,0,50000
Corvallis,2013,OREGON STATE UNIVERSITY,0,1,50000,0,0,50000
Corvallis,2014,OREGON STATE UNIVERSITY,0,1,50000,0,0,50000
Corvallis,2015,OREGON STATE UNIVERSITY,0,2,100000,1,300000,400000
Corvallis,2017,OREGON STATE UNIVERSITY,0,1,50000,0,0,50000
Corvallis,2018,OREGON STATE UNIVERSITY,0,3,150000,0,0,150000
Corvallis,2019,OREGON STATE UNIVERSITY,1,0,0,1,438440,438440
Corvallis,2020,OREGON STATE UNIVERSITY,0,3,150000,0,0,150000
Corvallis,2021,OREGON STATE UNIVERSITY,0,1,50000,0,0,50000
Dallas,2015,SOUTHERN METHODIST UNIVERSITY,0,1,50000,0,0,50000
Dallas,2018,"UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER, THE",0,1,50000,0,0,50000
Dallas,2020,SOUTHERN METHODIST UNIVERSITY,0,1,50000,0,0,50000
Davis,2011,"UNIVERSITY OF CALIFORNIA, DAVIS",0,1,50000,0,0,50000
Davis,2014,"UNIVERSITY OF CALIFORNIA, DAVIS",0,2,100000,0,0,100000
Davis,2015,"UNIVERSITY OF CALIFORNIA, DAVIS",0,1,50000,0,0,50000
Davis,2016,"UNIVERSITY OF CALIFORNIA, DAVIS",0,2,100000,0,0,100000
Davis,2018,"UNIVERSITY OF CALIFORNIA, DAVIS",0,1,50000,0,0,50000
Davis,2019,"UNIVERSITY OF CALIFORNIA, DAVIS",0,1,50000,0,0,50000
Davis,2021,"UNIVERSITY OF CALIFORNIA, DAVIS",0,4,200000,0,0,200000
Davis,2022,"UNIVERSITY OF CALIFORNIA, DAVIS",0,2,100000,0,0,100000
Dayton,2013,WRIGHT STATE UNIVERSITY,0,1,50000,0,0,50000
Daytona Beach,2019,"EMBRY-RIDDLE AERONAUTICAL UNIVERSITY, INC.",0,1,50000,0,0,50000
Daytona Beach,2022,"EMBRY-RIDDLE AERONAUTICAL UNIVERSITY, INC.",0,1,50000,0,0,50000
DeKalb,2015,NORTHERN ILLINOIS UNIVERSITY,0,1,50000,0,0,50000
Dearborn,2021,REGENTS OF THE UNIVERSITY OF MICHIGAN,0,1,50000,0,0,50000
Denton,2011,UNIVERSITY OF NORTH TEXAS,0,1,50000,0,0,50000
Denton,2014,UNIVERSITY OF NORTH TEXAS,0,1,50000,0,0,50000
Denton,2015,UNIVERSITY OF NORTH TEXAS,0,2,100000,0,0,100000
Denton,2016,UNIVERSITY OF NORTH TEXAS,0,1,50000,0,0,50000
Denton,2017,UNIVERSITY OF NORTH TEXAS,0,1,50000,0,0,50000
Denton,2020,TEXAS WOMAN'S UNIVERSITY,0,2,100000,0,0,100000
Denver,2014,COLORADO SEMINARY,0,2,100000,0,0,100000
Denver,2016,"REGENTS OF THE UNIVERSITY OF COLORADO, THE",0,1,50000,0,0,50000
Denver,2019,"REGENTS OF THE UNIVERSITY OF COLORADO, THE",0,1,50000,0,0,50000
Detroit,2016,WAYNE STATE UNIVERSITY,0,1,50000,0,0,50000
Detroit,2019,WAYNE STATE UNIVERSITY,0,1,50000,0,0,50000
Detroit,2020,WAYNE STATE UNIVERSITY,0,1,50000,0,0,50000
Detroit,2020,"JULIAN C. MADISON BUILDING LLC, THE",1,0,0,1,300000,300000
Detroit,2021,WAYNE STATE UNIVERSITY,0,2,100000,0,0,100000
Dover,2018,DELAWARE STATE UNIVERSITY,0,1,50000,0,0,50000
Duluth,2021,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,1,50000,0,0,50000
Durham,2012,DUKE UNIVERSITY,0,1,50000,0,0,50000
Durham,2014,DUKE UNIVERSITY,0,1,50000,0,0,50000
Durham,2015,DUKE UNIVERSITY,0,1,50000,0,0,50000
Durham,2016,DUKE UNIVERSITY,0,1,50000,0,0,50000
Durham,2016,NORTH CAROLINA CENTRAL UNIVERSITY,0,1,50000,0,0,50000
Durham,2016,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,1,0,0,1,273422,273422
Durham,2017,DUKE UNIVERSITY,0,1,50000,0,0,50000
Durham,2017,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,0,1,50000,0,0,50000
East Baton Rouge Parish,2012,LOUISIANA STATE UNIVERSITY,0,1,50000,0,0,50000
East Baton Rouge Parish,2015,LOUISIANA STATE UNIVERSITY,0,1,50000,0,0,50000
East Baton Rouge Parish,2016,LOUISIANA STATE UNIVERSITY,1,0,0,1,300000,300000
East Baton Rouge Parish,2018,LOUISIANA STATE UNIVERSITY,0,1,50000,0,0,50000
East Baton Rouge Parish,2021,LOUISIANA STATE UNIVERSITY,0,2,100000,0,0,100000
East Lansing,2013,MICHIGAN STATE UNIVERSITY,0,1,50000,0,0,50000
East Lansing,2016,MICHIGAN STATE UNIVERSITY,0,1,50000,0,0,50000
East Lansing,2018,MICHIGAN STATE UNIVERSITY,0,1,50000,0,0,50000
East Lansing,2019,MICHIGAN STATE UNIVERSITY,0,1,50000,0,0,50000
Edinburg,2013,"UNIVERSITY OF TEXAS RIO GRANDE VALLEY, THE",0,1,50000,0,0,50000
Edinburg,2017,"UNIVERSITY OF TEXAS RIO GRANDE VALLEY, THE",1,0,0,1,499985,499985
Edinburg,2018,"UNIVERSITY OF TEXAS RIO GRANDE VALLEY, THE",0,1,50000,0,0,50000
Edinburg,2019,"UNIVERSITY OF TEXAS RIO GRANDE VALLEY, THE",0,1,50000,0,0,50000
Edmond,2020,UNIVERSITY OF CENTRAL OKLAHOMA,0,1,50000,0,0,50000
El Paso,2014,UNIVERSITY OF TEXAS AT EL PASO,0,1,50000,0,0,50000
El Paso,2015,UNIVERSITY OF TEXAS AT EL PASO,0,3,150000,0,0,150000
El Paso,2016,UNIVERSITY OF TEXAS AT EL PASO,0,3,150000,0,0,150000
El Paso,2018,UNIVERSITY OF TEXAS AT EL PASO,1,0,0,1,255000,255000
El Paso,2020,UNIVERSITY OF TEXAS AT EL PASO,0,1,50000,0,0,50000
El Paso,2021,UNIVERSITY OF TEXAS AT EL PASO,0,2,100000,0,0,100000
Eugene,2012,UNIVERSITY OF OREGON,0,1,50000,0,0,50000
Evanston,2014,NORTHWESTERN UNIVERSITY,0,2,100000,0,0,100000
Evanston,2015,NORTHWESTERN UNIVERSITY,0,4,200000,0,0,200000
Evanston,2016,NORTHWESTERN UNIVERSITY,0,1,50000,0,0,50000
Evanston,2017,NORTHWESTERN UNIVERSITY,0,2,76389,0,0,76389
Evanston,2021,NORTHWESTERN UNIVERSITY,0,1,50000,0,0,50000
Fairbanks North Star,2018,UNIVERSITY OF ALASKA FAIRBANKS,1,0,0,1,255000,255000
Fairbanks North Star,2019,UNIVERSITY OF ALASKA FAIRBANKS,0,1,50000,0,0,50000
Fairfax,2016,GEORGE MASON UNIVERSITY,0,1,50000,0,0,50000
Fairfax,2017,GEORGE MASON UNIVERSITY,0,2,100000,1,497807,597807
Fairfax,2019,GEORGE MASON UNIVERSITY,0,1,50000,0,0,50000
Fairfax,2020,GEORGE MASON UNIVERSITY,0,1,50000,0,0,50000
Fairfax,2021,GEORGE MASON UNIVERSITY,0,3,150000,0,0,150000
Fargo,2014,NORTH DAKOTA STATE UNIVERSITY,0,1,50000,0,0,50000
Fargo,2016,NORTH DAKOTA STATE UNIVERSITY,0,1,50000,0,0,50000
Farmington,2013,UNIVERSITY OF CONNECTICUT,0,1,50000,0,0,50000
Fayetteville,2011,UNIVERSITY OF ARKANSAS SYSTEM,0,1,50000,0,0,50000
Fayetteville,2012,UNIVERSITY OF ARKANSAS SYSTEM,0,1,50000,0,0,50000
Fayetteville,2015,UNIVERSITY OF ARKANSAS SYSTEM,0,1,50000,0,0,50000
Fayetteville,2017,UNIVERSITY OF ARKANSAS SYSTEM,0,1,50000,1,249792,299792
Fayetteville,2019,UNIVERSITY OF ARKANSAS SYSTEM,0,3,150000,0,0,150000
Fayetteville,2020,UNIVERSITY OF ARKANSAS SYSTEM,0,1,50000,0,0,50000
Fayetteville,2021,UNIVERSITY OF ARKANSAS SYSTEM,0,12,600000,0,0,600000
Fayetteville,2022,UNIVERSITY OF ARKANSAS SYSTEM,0,6,300000,0,0,300000
Flushing,2013,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,1,50000,0,0,50000
Flushing,2015,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,1,50000,0,0,50000
Flushing,2020,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,1,50000,0,0,50000
Flushing,2022,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,1,50000,0,0,50000
Fort Collins,2013,COLORADO STATE UNIVERSITY,0,1,50000,0,0,50000
Fort Collins,2014,COLORADO STATE UNIVERSITY,0,1,50000,0,0,50000
Fort Collins,2015,COLORADO STATE UNIVERSITY,0,2,100000,0,0,100000
Fort Collins,2016,COLORADO STATE UNIVERSITY,0,1,50000,0,0,50000
Fort Collins,2018,COLORADO STATE UNIVERSITY,0,1,50000,1,255000,305000
Fullerton,2014,CSU FULLERTON AUXILIARY SERVICES CORPORATION,0,1,50000,0,0,50000
Fullerton,2018,CSU FULLERTON AUXILIARY SERVICES CORPORATION,0,1,50000,0,0,50000
Fulton,2011,GEORGIA TECH RESEARCH CORPORATION,0,1,50000,0,0,50000
Fulton,2012,GEORGIA TECH RESEARCH CORPORATION,0,7,350000,1,1499307,1849307
Fulton,2013,GEORGIA TECH RESEARCH CORPORATION,0,4,200000,0,0,200000
Fulton,2014,GEORGIA TECH RESEARCH CORPORATION,0,8,400000,0,0,400000
Fulton,2015,GEORGIA TECH RESEARCH CORPORATION,0,10,500000,0,0,500000
Fulton,2016,GEORGIA TECH RESEARCH CORPORATION,0,11,509562,1,3450000,3959562
Fulton,2017,GEORGIA TECH RESEARCH CORPORATION,0,13,650000,1,498700,1148700
Fulton,2018,GEORGIA TECH RESEARCH CORPORATION,0,8,400000,0,0,400000
Fulton,2019,GEORGIA TECH RESEARCH CORPORATION,0,7,349750,0,0,349750
Fulton,2020,GEORGIA TECH RESEARCH CORPORATION,0,5,250000,0,0,250000
Fulton,2021,GEORGIA TECH RESEARCH CORPORATION,0,3,150000,0,0,150000
Fulton,2022,GEORGIA TECH RESEARCH CORPORATION,0,4,200000,0,0,200000
Gainesville,2012,UNIVERSITY OF FLORIDA,0,1,50000,0,0,50000
Gainesville,2014,UNIVERSITY OF FLORIDA,0,1,50000,0,0,50000
Gainesville,2015,UNIVERSITY OF FLORIDA,0,1,50000,0,0,50000
Gainesville,2017,UNIVERSITY OF FLORIDA,0,1,50000,0,0,50000
Gainesville,2018,UNIVERSITY OF FLORIDA,0,1,50000,0,0,50000
Gainesville,2021,UNIVERSITY OF FLORIDA,0,1,50000,0,0,50000
Geneseo,2018,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,1,50000,0,0,50000
Glassboro,2017,ROWAN UNIVERSITY,0,1,50000,0,0,50000
Glassboro,2018,ROWAN UNIVERSITY,0,3,150000,0,0,150000
Glassboro,2019,ROWAN UNIVERSITY,0,1,50000,0,0,50000
Glassboro,2020,ROWAN UNIVERSITY,0,4,200000,0,0,200000
Golden,2012,TRUSTEES OF THE COLORADO SCHOOL OF MINES,0,1,50000,0,0,50000
Grand Forks,2013,UNIVERSITY OF NORTH DAKOTA,0,1,50000,0,0,50000
Grand Forks,2015,UNIVERSITY OF NORTH DAKOTA,0,1,50000,0,0,50000
Grand Forks,2017,UNIVERSITY OF NORTH DAKOTA,0,1,50000,0,0,50000
Grand Forks,2022,UNIVERSITY OF NORTH DAKOTA,0,2,100000,0,0,100000
Greensboro,2012,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,0,1,50000,0,0,50000
Greensboro,2016,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,0,1,49468,0,0,49468
Greensboro,2017,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,1,0,0,1,499950,499950
Greensboro,2018,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,0,1,50000,0,0,50000
Greensboro,2018,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,1,0,0,1,499807,499807
Greensboro,2019,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,0,2,100000,0,0,100000
Greensboro,2019,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,0,1,50000,0,0,50000
Greensboro,2020,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,0,2,100000,1,199997,299997
Greensboro,2021,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,0,1,50000,0,0,50000
Greensboro,2021,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,0,2,100000,0,0,100000
Greensboro,2022,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,0,1,50000,0,0,50000
Greenville,2017,EAST CAROLINA UNIVERSITY,1,0,0,1,500000,500000
Greenville,2020,EAST CAROLINA UNIVERSITY,0,1,50000,0,0,50000
Greenville,2021,EAST CAROLINA UNIVERSITY,0,1,50000,0,0,50000
Hadley,2012,"NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE, INC.",1,0,0,3,998235,998235
Hadley,2013,"NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE, INC.",1,0,0,2,5191101,5191101
Hadley,2014,"NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE, INC.",1,0,0,1,299990,299990
Hadley,2015,"NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE, INC.",1,0,0,1,300000,300000
Hadley,2017,"NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE, INC.",1,0,0,3,5231463,5231463
Hadley,2018,"NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE, INC.",1,0,0,1,6821790,6821790
Hadley,2020,"NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE, INC.",1,0,0,1,7335539,7335539
Hampshire,2012,UNIVERSITY OF MASSACHUSETTS,0,1,50000,0,0,50000
Hampshire,2013,UNIVERSITY OF MASSACHUSETTS,0,2,100000,0,0,100000
Hampshire,2014,UNIVERSITY OF MASSACHUSETTS,0,1,50000,0,0,50000
Hampshire,2015,UNIVERSITY OF MASSACHUSETTS,0,3,150000,0,0,150000
Hampshire,2016,UNIVERSITY OF MASSACHUSETTS,0,2,100000,0,0,100000
Hampshire,2017,UNIVERSITY OF MASSACHUSETTS,0,3,150000,1,499849,649849
Hampshire,2020,UNIVERSITY OF MASSACHUSETTS,0,1,50000,0,0,50000
Hampshire,2022,UNIVERSITY OF MASSACHUSETTS,0,1,50000,0,0,50000
Hanover,2013,TRUSTEES OF DARTMOUTH COLLEGE,0,1,50000,0,0,50000
Hanover,2016,TRUSTEES OF DARTMOUTH COLLEGE,1,0,0,1,200000,200000
Hanover,2018,TRUSTEES OF DARTMOUTH COLLEGE,0,1,50000,0,0,50000
Hanover,2021,TRUSTEES OF DARTMOUTH COLLEGE,0,1,50000,0,0,50000
Harris,2013,UNIVERSITY OF HOUSTON SYSTEM,0,1,50000,0,0,50000
Harris,2014,UNIVERSITY OF HOUSTON SYSTEM,0,2,100000,0,0,100000
Harris,2015,UNIVERSITY OF HOUSTON SYSTEM,0,5,250000,1,299853,549853
Harris,2016,UNIVERSITY OF HOUSTON SYSTEM,0,4,200000,0,0,200000
Harris,2017,UNIVERSITY OF HOUSTON SYSTEM,0,2,100000,0,0,100000
Harris,2018,UNIVERSITY OF HOUSTON SYSTEM,0,4,200000,0,0,200000
Harrisburg,2014,"HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY, THE",0,1,50000,0,0,50000
Hattiesburg,2016,"UNIVERSITY OF SOUTHERN MISSISSIPPI, THE",0,1,50000,0,0,50000
Hattiesburg,2022,"UNIVERSITY OF SOUTHERN MISSISSIPPI, THE",0,1,50000,0,0,50000
Highlands,2015,EIDOS EDUCATION A NJ NONPROFIT CORPORATION,0,1,50000,0,0,50000
Hoboken,2012,STEVENS INSTITUTE OF TECHNOLOGY (INC),0,1,50000,0,0,50000
Hoboken,2013,STEVENS INSTITUTE OF TECHNOLOGY (INC),0,1,50000,0,0,50000
Hoboken,2014,STEVENS INSTITUTE OF TECHNOLOGY (INC),0,1,50000,0,0,50000
Hoboken,2015,STEVENS INSTITUTE OF TECHNOLOGY (INC),0,2,100000,0,0,100000
Hoboken,2016,STEVENS INSTITUTE OF TECHNOLOGY (INC),0,1,50000,0,0,50000
Hoboken,2017,STEVENS INSTITUTE OF TECHNOLOGY (INC),0,1,50000,0,0,50000
Hoboken,2018,STEVENS INSTITUTE OF TECHNOLOGY (INC),0,1,50000,0,0,50000
Hoboken,2019,STEVENS INSTITUTE OF TECHNOLOGY (INC),0,2,100000,0,0,100000
Holland,2015,HOPE COLLEGE,0,1,50000,0,0,50000
Homestead,2015,ALLEGHENY INTERMEDIATE UNIT 3,0,1,50000,0,0,50000
Honolulu,2013,UNIVERSITY OF HAWAII SYSTEMS,0,1,50000,0,0,50000
Honolulu,2014,UNIVERSITY OF HAWAII SYSTEMS,0,1,50000,0,0,50000
Honolulu,2015,UNIVERSITY OF HAWAII SYSTEMS,0,1,50000,0,0,50000
Honolulu,2016,UNIVERSITY OF HAWAII SYSTEMS,0,1,50000,0,0,50000
Honolulu,2020,UNIVERSITY OF HAWAII SYSTEMS,0,1,50000,0,0,50000
Honolulu,2021,UNIVERSITY OF HAWAII SYSTEMS,0,1,50000,0,0,50000
Houghton,2012,MICHIGAN TECHNOLOGICAL UNIVERSITY,0,1,50000,0,0,50000
Houghton,2013,MICHIGAN TECHNOLOGICAL UNIVERSITY,0,3,150000,0,0,150000
Houghton,2014,MICHIGAN TECHNOLOGICAL UNIVERSITY,0,1,50000,0,0,50000
Houghton,2015,MICHIGAN TECHNOLOGICAL UNIVERSITY,1,0,0,1,293026,293026
Houghton,2016,MICHIGAN TECHNOLOGICAL UNIVERSITY,0,1,50000,0,0,50000
Houghton,2017,MICHIGAN TECHNOLOGICAL UNIVERSITY,0,3,150000,0,0,150000
Houghton,2018,MICHIGAN TECHNOLOGICAL UNIVERSITY,0,1,50000,1,160000,210000
Houghton,2020,MICHIGAN TECHNOLOGICAL UNIVERSITY,0,1,50000,0,0,50000
Houghton,2021,MICHIGAN TECHNOLOGICAL UNIVERSITY,0,2,100000,0,0,100000
Houston,2014,WILLIAM MARSH RICE UNIVERSITY,0,2,100000,0,0,100000
Houston,2016,"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON, THE",0,2,100000,0,0,100000
Houston,2016,"UNIVERSITY OF TEXAS M. D. ANDERSON CANCER CENTER, THE",0,1,50000,0,0,50000
Houston,2016,WILLIAM MARSH RICE UNIVERSITY,0,2,100000,0,0,100000
Houston,2017,BAYLOR COLLEGE OF MEDICINE,0,2,100000,0,0,100000
Houston,2017,WILLIAM MARSH RICE UNIVERSITY,0,4,200000,0,0,200000
Houston,2018,"UNIVERSITY OF TEXAS M. D. ANDERSON CANCER CENTER, THE",0,1,50000,0,0,50000
Houston,2018,WILLIAM MARSH RICE UNIVERSITY,0,1,50000,0,0,50000
Houston,2021,WILLIAM MARSH RICE UNIVERSITY,0,1,50000,0,0,50000
Houston,2022,BAYLOR COLLEGE OF MEDICINE,0,1,50000,0,0,50000
Houston,2022,WILLIAM MARSH RICE UNIVERSITY,0,1,50000,0,0,50000
Iowa City,2015,"UNIVERSITY OF IOWA, THE",0,1,50000,1,299991,349991
Iowa City,2016,"UNIVERSITY OF IOWA, THE",0,3,150000,0,0,150000
Iowa City,2020,"UNIVERSITY OF IOWA, THE",0,2,100000,0,0,100000
Iowa City,2022,"UNIVERSITY OF IOWA, THE",0,1,50000,0,0,50000
Irvine,2012,"UNIVERSITY OF CALIFORNIA, IRVINE",0,1,50000,0,0,50000
Irvine,2013,"UNIVERSITY OF CALIFORNIA, IRVINE",0,1,50000,0,0,50000
Irvine,2014,"UNIVERSITY OF CALIFORNIA, IRVINE",0,2,100000,0,0,100000
Irvine,2015,"UNIVERSITY OF CALIFORNIA, IRVINE",0,1,50000,0,0,50000
Irvine,2016,"UNIVERSITY OF CALIFORNIA, IRVINE",0,1,50000,0,0,50000
Irvine,2017,"UNIVERSITY OF CALIFORNIA, IRVINE",0,2,100000,1,499980,599980
Irvine,2018,"UNIVERSITY OF CALIFORNIA, IRVINE",0,2,100000,0,0,100000
Ithaca,2013,CORNELL UNIVERSITY,0,1,50000,0,0,50000
Ithaca,2014,CORNELL UNIVERSITY,0,1,50000,0,0,50000
Ithaca,2015,CORNELL UNIVERSITY,0,1,50000,0,0,50000
Ithaca,2016,CORNELL UNIVERSITY,1,0,0,1,4200000,4200000
Ithaca,2017,CORNELL UNIVERSITY,0,2,100000,1,500000,600000
Ithaca,2018,CORNELL UNIVERSITY,0,6,300000,0,0,300000
Ithaca,2019,CORNELL UNIVERSITY,0,9,450000,0,0,450000
Ithaca,2019,ITHACA COLLEGE,0,1,50000,0,0,50000
Ithaca,2020,CORNELL UNIVERSITY,0,10,500000,0,0,500000
Ithaca,2021,CORNELL UNIVERSITY,0,1,50000,0,0,50000
Ithaca,2022,CORNELL UNIVERSITY,0,3,150000,0,0,150000
Jackson,2012,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,0,1,50000,0,0,50000
Jackson,2015,JACKSON STATE UNIVERSITY,0,2,100000,0,0,100000
Jackson,2016,JACKSON STATE UNIVERSITY,1,0,0,1,300000,300000
Jackson,2020,JACKSON STATE UNIVERSITY,1,0,0,1,299999,299999
Jackson,2021,JACKSON STATE UNIVERSITY,1,0,0,1,300000,300000
Jamaica,2015,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,1,50000,0,0,50000
Johnson City,2018,EAST TENNESSEE STATE UNIVERSITY,0,1,50000,0,0,50000
Kalamazoo,2012,WESTERN MICHIGAN UNIVERSITY,0,1,50000,0,0,50000
Kalamazoo,2016,WESTERN MICHIGAN UNIVERSITY,0,2,100000,0,0,100000
Kalamazoo,2017,WESTERN MICHIGAN UNIVERSITY,0,1,50000,0,0,50000
Kalamazoo,2019,WESTERN MICHIGAN UNIVERSITY,0,2,100000,0,0,100000
Kalamazoo,2020,WESTERN MICHIGAN UNIVERSITY,0,2,100000,0,0,100000
Kalamazoo,2022,WESTERN MICHIGAN UNIVERSITY,0,1,49997,0,0,49997
Kansas City,2016,UNIVERSITY OF MISSOURI SYSTEM,0,2,100000,0,0,100000
Kansas City,2018,UNIVERSITY OF MISSOURI SYSTEM,0,2,100000,0,0,100000
Kansas City,2019,UNIVERSITY OF MISSOURI SYSTEM,0,1,50000,0,0,50000
Kingston,2011,UNIVERSITY OF RHODE ISLAND,0,1,50000,0,0,50000
Kingston,2016,UNIVERSITY OF RHODE ISLAND,0,1,50000,0,0,50000
Knoxville,2019,UNIVERSITY OF TENNESSEE,0,1,50000,0,0,50000
Knoxville,2022,UNIVERSITY OF TENNESSEE,0,1,50000,0,0,50000
La Jolla,2012,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",0,1,50000,0,0,50000
La Jolla,2013,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",0,2,100000,1,300000,400000
La Jolla,2014,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",0,2,100000,0,0,100000
La Jolla,2015,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",0,6,300000,0,0,300000
La Jolla,2016,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",0,1,50000,0,0,50000
La Jolla,2017,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",1,0,0,1,300000,300000
La Jolla,2019,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",0,1,50000,0,0,50000
La Jolla,2020,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",0,1,50000,0,0,50000
La Jolla,2021,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",0,5,250000,0,0,250000
La Jolla,2022,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",0,1,50000,0,0,50000
Lafayette,2016,UNIVERSITY OF LOUISIANA AT LAFAYETTE,0,1,50000,0,0,50000
Lafayette,2021,UNIVERSITY OF LOUISIANA AT LAFAYETTE,0,1,50000,0,0,50000
Laramie,2018,UNIVERSITY OF WYOMING,0,1,50000,0,0,50000
Laramie,2019,UNIVERSITY OF WYOMING,0,1,50000,0,0,50000
Las Cruces,2013,NEW MEXICO STATE UNIVERSITY,0,1,50000,0,0,50000
Las Cruces,2014,NEW MEXICO STATE UNIVERSITY,0,1,50000,0,0,50000
Las Cruces,2015,NEW MEXICO STATE UNIVERSITY,0,4,200000,0,0,200000
Las Cruces,2016,NEW MEXICO STATE UNIVERSITY,0,3,150000,1,300000,450000
