awardeeCounty,Year_date,awardee,d_inv,d_59,estimatedTotalAmt,d_99,estimatedTotalAmt_d_99,total
Las Cruces,2017,NEW MEXICO STATE UNIVERSITY,0,1,50000,0,0,50000
Las Cruces,2018,NEW MEXICO STATE UNIVERSITY,0,2,100000,0,0,100000
Las Cruces,2019,NEW MEXICO STATE UNIVERSITY,0,3,150000,0,0,150000
Las Cruces,2021,NEW MEXICO STATE UNIVERSITY,0,1,50000,0,0,50000
Las Vegas,2016,BOARD OF REGENTS NEVADA SYSTEM OF HIGHER EDUCATION,1,0,0,1,255680,255680
Las Vegas,2017,BOARD OF REGENTS NEVADA SYSTEM OF HIGHER EDUCATION,0,1,50000,0,0,50000
Las Vegas,2018,BOARD OF REGENTS NEVADA SYSTEM OF HIGHER EDUCATION,0,1,50000,1,162498,212498
Lawrence,2012,"UNIVERSITY OF KANSAS CENTER FOR RESEARCH, INC.",0,1,50000,0,0,50000
Lawrence,2021,"UNIVERSITY OF KANSAS CENTER FOR RESEARCH, INC.",0,1,50000,0,0,50000
Lewisburg,2016,BUCKNELL UNIVERSITY,0,1,50000,0,0,50000
Lewisburg,2017,BUCKNELL UNIVERSITY,0,1,50000,0,0,50000
Lexington,2012,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",0,1,50000,0,0,50000
Lexington,2014,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",0,2,100000,0,0,100000
Lexington,2016,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",0,2,100000,0,0,100000
Lexington,2017,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",0,1,50000,0,0,50000
Lexington,2020,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",0,1,50000,0,0,50000
Lexington,2021,"UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION, THE",0,1,50000,0,0,50000
Lincoln,2011,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,0,1,50000,0,0,50000
Lincoln,2012,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,0,1,50000,0,0,50000
Lincoln,2021,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,0,3,150000,0,0,150000
Little Rock,2014,UNIVERSITY OF ARKANSAS SYSTEM,0,1,50000,0,0,50000
Little Rock,2022,UNIVERSITY OF ARKANSAS SYSTEM,0,4,200000,0,0,200000
Logan,2014,UTAH STATE UNIVERSITY,0,1,50000,0,0,50000
Logan,2016,UTAH STATE UNIVERSITY,0,1,50000,0,0,50000
Los Angeles,2011,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",0,1,50000,0,0,50000
Los Angeles,2011,UNIVERSITY OF SOUTHERN CALIFORNIA,0,1,50000,0,0,50000
Los Angeles,2013,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",0,1,50000,0,0,50000
Los Angeles,2013,UNIVERSITY OF SOUTHERN CALIFORNIA,0,1,50000,0,0,50000
Los Angeles,2014,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",1,0,0,1,299999,299999
Los Angeles,2014,UNIVERSITY OF SOUTHERN CALIFORNIA,1,0,0,2,3870787,3870787
Los Angeles,2015,UNIVERSITY OF SOUTHERN CALIFORNIA,0,1,50000,0,0,50000
Los Angeles,2015,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",1,0,0,1,300000,300000
Los Angeles,2016,"CAL STATE L.A. UNIVERSITY AUXILIARY SERVICES, INC.",0,2,100000,0,0,100000
Los Angeles,2016,CHILDRENS HOSPITAL LOS ANGELES,0,1,50000,0,0,50000
Los Angeles,2016,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",0,2,100000,0,0,100000
Los Angeles,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,0,7,350000,0,0,350000
Los Angeles,2017,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",0,3,150000,0,0,150000
Los Angeles,2017,UNIVERSITY OF SOUTHERN CALIFORNIA,0,1,50000,1,3450000,3500000
Los Angeles,2018,"CAL STATE L.A. UNIVERSITY AUXILIARY SERVICES, INC.",0,1,50000,0,0,50000
Los Angeles,2018,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",0,1,50000,0,0,50000
Los Angeles,2018,UNIVERSITY OF SOUTHERN CALIFORNIA,0,1,50000,0,0,50000
Los Angeles,2019,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",0,1,50000,0,0,50000
Los Angeles,2019,UNIVERSITY OF SOUTHERN CALIFORNIA,0,2,100000,0,0,100000
Los Angeles,2020,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",0,3,150000,0,0,150000
Los Angeles,2021,"CAL STATE L.A. UNIVERSITY AUXILIARY SERVICES, INC.",0,1,50000,0,0,50000
Los Angeles,2021,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",0,2,100000,0,0,100000
Los Angeles,2021,UNIVERSITY OF SOUTHERN CALIFORNIA,1,0,0,1,15000000,15000000
Louisville,2015,UNIVERSITY OF LOUISVILLE,1,0,0,1,299998,299998
Louisville,2016,UNIVERSITY OF LOUISVILLE,0,2,100000,0,0,100000
Louisville,2018,UNIVERSITY OF LOUISVILLE,0,1,50000,1,160000,210000
Louisville,2020,UNIVERSITY OF LOUISVILLE,0,2,100000,0,0,100000
Lowell,2012,UNIVERSITY OF MASSACHUSETTS,0,1,50000,0,0,50000
Lowell,2014,UNIVERSITY OF MASSACHUSETTS,0,2,100000,0,0,100000
Lowell,2015,UNIVERSITY OF MASSACHUSETTS,0,2,100000,0,0,100000
Lowell,2016,UNIVERSITY OF MASSACHUSETTS,0,2,100000,0,0,100000
Lowell,2017,UNIVERSITY OF MASSACHUSETTS,0,1,50000,0,0,50000
Lowell,2018,UNIVERSITY OF MASSACHUSETTS,0,2,100000,1,255000,355000
Lowell,2019,UNIVERSITY OF MASSACHUSETTS,0,2,100000,0,0,100000
Lowell,2021,UNIVERSITY OF MASSACHUSETTS,0,1,50000,0,0,50000
Lubbock,2013,TEXAS TECH UNIVERSITY SYSTEM,0,1,50000,0,0,50000
Lubbock,2014,TEXAS TECH UNIVERSITY SYSTEM,0,2,100000,0,0,100000
Lubbock,2015,TEXAS TECH UNIVERSITY SYSTEM,0,2,100000,0,0,100000
Lubbock,2016,TEXAS TECH UNIVERSITY SYSTEM,0,2,100000,0,0,100000
Lubbock,2017,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,0,1,50000,0,0,50000
Lubbock,2017,TEXAS TECH UNIVERSITY SYSTEM,0,2,100000,0,0,100000
Lubbock,2018,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,0,3,150000,0,0,150000
Lubbock,2018,TEXAS TECH UNIVERSITY SYSTEM,0,5,250000,1,254994,504994
Lubbock,2019,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,0,2,100000,0,0,100000
Lubbock,2019,TEXAS TECH UNIVERSITY SYSTEM,0,5,250000,0,0,250000
Lubbock,2020,TEXAS TECH UNIVERSITY SYSTEM,0,6,300000,0,0,300000
Lubbock,2021,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,0,1,50000,0,0,50000
Lubbock,2021,TEXAS TECH UNIVERSITY SYSTEM,0,5,250000,0,0,250000
Lubbock,2022,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,0,1,50000,0,0,50000
Lubbock,2022,TEXAS TECH UNIVERSITY SYSTEM,0,5,250000,0,0,250000
Madison,2012,UNIVERSITY OF WISCONSIN SYSTEM,0,2,100000,0,0,100000
Madison,2013,UNIVERSITY OF WISCONSIN SYSTEM,0,1,50000,0,0,50000
Madison,2014,UNIVERSITY OF WISCONSIN SYSTEM,0,1,50000,0,0,50000
Madison,2015,SOUTHERN ILLINOIS UNIVERSITY,0,1,50000,0,0,50000
Madison,2017,UNIVERSITY OF WISCONSIN SYSTEM,0,2,100000,0,0,100000
Madison,2018,UNIVERSITY OF WISCONSIN SYSTEM,0,1,50000,1,160000,210000
Madison,2019,UNIVERSITY OF WISCONSIN SYSTEM,0,2,100000,0,0,100000
Madison,2020,UNIVERSITY OF WISCONSIN SYSTEM,0,3,150000,0,0,150000
Madison,2021,UNIVERSITY OF WISCONSIN SYSTEM,0,2,100000,0,0,100000
Madison,2022,UNIVERSITY OF WISCONSIN SYSTEM,0,1,50000,0,0,50000
Manhattan,2013,KANSAS STATE UNIVERSITY,0,1,50000,0,0,50000
Manhattan,2015,KANSAS STATE UNIVERSITY,0,2,100000,0,0,100000
Manhattan,2016,KANSAS STATE UNIVERSITY,0,1,50000,0,0,50000
Marquette,2016,NORTHERN MICHIGAN UNIVERSITY,0,1,50000,0,0,50000
Mayaguez,2016,UNIVERSITY OF PUERTO RICO,0,3,150000,0,0,150000
Mayaguez,2018,UNIVERSITY OF PUERTO RICO,1,0,0,1,255000,255000
Mayaguez,2020,UNIVERSITY OF PUERTO RICO,0,1,50000,0,0,50000
Melbourne,2013,"FLORIDA INSTITUTE OF TECHNOLOGY, INC.",0,1,50000,0,0,50000
Melbourne,2015,"FLORIDA INSTITUTE OF TECHNOLOGY, INC.",0,1,50000,0,0,50000
Melbourne,2016,"FLORIDA INSTITUTE OF TECHNOLOGY, INC.",0,2,100000,0,0,100000
Mequon,2019,"CONCORDIA UNIVERSITY WISCONSIN, INC.",0,1,50000,0,0,50000
Merced,2017,"UNIVERSITY OF CALIFORNIA, MERCED",1,0,0,1,400000,400000
Merced,2018,"UNIVERSITY OF CALIFORNIA, MERCED",0,2,100000,0,0,100000
Merced,2022,"UNIVERSITY OF CALIFORNIA, MERCED",0,1,50000,0,0,50000
Miami,2014,FLORIDA INTERNATIONAL UNIVERSITY,0,2,100000,0,0,100000
Miami,2015,FLORIDA INTERNATIONAL UNIVERSITY,0,2,100000,0,0,100000
Miami,2016,FLORIDA INTERNATIONAL UNIVERSITY,0,2,100000,0,0,100000
Miami,2017,FLORIDA INTERNATIONAL UNIVERSITY,0,1,50000,0,0,50000
Miami,2018,FLORIDA INTERNATIONAL UNIVERSITY,0,1,50000,0,0,50000
Miami,2019,FLORIDA INTERNATIONAL UNIVERSITY,0,1,50000,0,0,50000
Miami,2020,FLORIDA INTERNATIONAL UNIVERSITY,0,4,200000,0,0,200000
Miami,2021,FLORIDA INTERNATIONAL UNIVERSITY,0,11,550000,0,0,550000
Miami,2022,FLORIDA INTERNATIONAL UNIVERSITY,0,2,100000,0,0,100000
Milwaukee,2012,UNIVERSITY OF WISCONSIN SYSTEM,0,1,50000,0,0,50000
Milwaukee,2014,MARQUETTE UNIVERSITY,0,1,50000,0,0,50000
Milwaukee,2015,UNIVERSITY OF WISCONSIN SYSTEM,0,1,50000,1,298557,348557
Milwaukee,2016,MARQUETTE UNIVERSITY,0,1,50000,0,0,50000
Milwaukee,2016,MILWAUKEE SCHOOL OF ENGINEERING,0,1,50000,0,0,50000
Milwaukee,2016,UNIVERSITY OF WISCONSIN SYSTEM,0,3,150000,0,0,150000
Milwaukee,2017,UNIVERSITY OF WISCONSIN SYSTEM,0,1,50000,0,0,50000
Milwaukee,2018,UNIVERSITY OF WISCONSIN SYSTEM,0,1,50000,0,0,50000
Milwaukee,2020,UNIVERSITY OF WISCONSIN SYSTEM,0,1,50000,0,0,50000
Milwaukee,2021,MARQUETTE UNIVERSITY,0,1,50000,0,0,50000
Milwaukee,2022,MARQUETTE UNIVERSITY,0,1,50000,0,0,50000
Minneapolis,2012,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,1,50000,0,0,50000
Minneapolis,2014,REGENTS OF THE UNIVERSITY OF MINNESOTA,1,0,0,1,300000,300000
Minneapolis,2015,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,1,50000,0,0,50000
Minneapolis,2016,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,1,50000,0,0,50000
Minneapolis,2017,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,6,300000,0,0,300000
Minneapolis,2018,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,5,250000,1,160000,410000
Minneapolis,2019,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,6,300000,0,0,300000
Minneapolis,2020,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,4,200000,0,0,200000
Minneapolis,2021,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,5,250000,0,0,250000
Minneapolis,2022,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,1,50000,0,0,50000
Missoula,2017,UNIVERSITY OF MONTANA,0,1,50000,0,0,50000
Missoula,2018,UNIVERSITY OF MONTANA,1,0,0,1,218000,218000
Missoula,2020,UNIVERSITY OF MONTANA,0,1,50000,0,0,50000
Mobile,2017,UNIVERSITY OF SOUTH ALABAMA,0,1,50000,1,477745,527745
Montclair,2021,"RONIN INSTITUTE FOR INDEPENDENT SCHOLARSHIP, INCORPORATED, THE",0,1,50000,0,0,50000
Monterey,2015,MONTEREY PENINSULA COMMUNITY COLLEGE DISTRICT (INC),0,1,50000,0,0,50000
Montgomery,2014,URSINUS COLLEGE,0,1,50000,0,0,50000
Morris,2013,REGENTS OF THE UNIVERSITY OF MINNESOTA,0,1,50000,0,0,50000
Mount Berry,2020,"BERRY COLLEGE, INC.",1,0,0,1,294996,294996
Murfreesboro,2015,MIDDLE TENNESSEE STATE UNIVERSITY,0,1,50000,0,0,50000
Murfreesboro,2016,MIDDLE TENNESSEE STATE UNIVERSITY,0,1,50000,0,0,50000
Nashville,2013,"VANDERBILT UNIVERSITY, THE",0,1,50000,0,0,50000
Nashville,2014,"VANDERBILT UNIVERSITY, THE",0,4,200000,0,0,200000
Nashville,2015,"VANDERBILT UNIVERSITY, THE",0,1,50000,0,0,50000
Nashville,2016,"VANDERBILT UNIVERSITY, THE",0,1,50000,0,0,50000
Nashville,2017,"VANDERBILT UNIVERSITY, THE",1,0,0,1,499680,499680
Nashville,2018,"VANDERBILT UNIVERSITY, THE",0,8,400000,0,0,400000
Nashville,2019,VANDERBILT UNIVERSITY MEDICAL CENTER,0,1,50000,0,0,50000
Nashville,2019,"VANDERBILT UNIVERSITY, THE",0,4,200000,0,0,200000
Nashville,2020,"VANDERBILT UNIVERSITY, THE",0,5,250000,0,0,250000
Nashville,2021,VANDERBILT UNIVERSITY MEDICAL CENTER,0,1,50000,0,0,50000
Nashville,2021,"VANDERBILT UNIVERSITY, THE",0,4,200000,0,0,200000
Nashville,2022,"VANDERBILT UNIVERSITY, THE",0,1,50000,0,0,50000
New Brunswick,2012,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,0,0,50000
New Brunswick,2013,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,2,100000,0,0,100000
New Brunswick,2014,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,2,100000,0,0,100000
New Brunswick,2015,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,0,0,50000
New Brunswick,2016,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,2,69201,0,0,69201
New Brunswick,2017,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,1,500000,550000
New Brunswick,2018,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,0,0,50000
New Brunswick,2019,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,1,299159,349159
New Brunswick,2020,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,0,0,50000
New Brunswick,2021,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,0,0,50000
New Brunswick,2022,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,2,100000,0,0,100000
New Haven,2012,YALE UNIVERSITY,0,2,100000,0,0,100000
New Haven,2016,YALE UNIVERSITY,0,1,50000,0,0,50000
New Haven,2017,YALE UNIVERSITY,0,1,50000,0,0,50000
New Orleans,2014,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",0,1,50000,0,0,50000
New Orleans,2015,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",0,1,50000,1,163285,213285
New Orleans,2016,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",0,3,150000,0,0,150000
New Orleans,2016,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-NEW ORLEANS,0,1,50000,0,0,50000
New Orleans,2017,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",0,1,50000,0,0,50000
New Orleans,2018,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",0,1,50000,0,0,50000
New Orleans,2019,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",0,1,50000,0,0,50000
New Orleans,2020,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",0,1,50000,0,0,50000
New Orleans,2021,"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND, THE",0,1,50000,0,0,50000
New York,2012,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,3,150000,0,0,150000
New York,2013,NEW YORK UNIVERSITY,0,1,50000,0,0,50000
New York,2013,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,2,100000,0,0,100000
New York,2014,NEW YORK UNIVERSITY,0,3,150000,0,0,150000
New York,2014,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,5,250000,0,0,250000
New York,2015,NEW YORK UNIVERSITY,0,2,100000,0,0,100000
New York,2015,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,2,100000,0,0,100000
New York,2016,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,0,1,50000,0,0,50000
New York,2016,NEW YORK UNIVERSITY,0,2,100000,0,0,100000
New York,2016,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,1,50000,0,0,50000
New York,2017,NEW YORK UNIVERSITY,0,3,150000,1,500000,650000
New York,2017,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,2,100000,3,4046611,4146611
New York,2018,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,0,1,50000,0,0,50000
New York,2018,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,3,150000,1,350000,500000
New York,2019,NEW YORK UNIVERSITY,0,3,150000,0,0,150000
New York,2019,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,4,200000,0,0,200000
New York,2020,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,0,1,50000,0,0,50000
New York,2020,NEW YORK UNIVERSITY,0,2,100000,0,0,100000
New York,2020,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,3,150000,0,0,150000
New York,2021,NEW YORK UNIVERSITY,0,2,100000,0,0,100000
New York,2021,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,3,150000,0,0,150000
New York,2022,NEW YORK UNIVERSITY,0,3,150000,0,0,150000
New York,2022,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,1,50000,0,0,50000
New York,2022,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,0,1,50000,0,0,50000
Newark,2012,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,2,100000,0,0,100000
Newark,2013,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,2,100000,0,0,100000
Newark,2013,UNIVERSITY OF DELAWARE,0,3,150000,0,0,150000
Newark,2014,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,0,0,50000
Newark,2014,UNIVERSITY OF DELAWARE,1,0,0,1,300000,300000
Newark,2015,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,2,100000,1,300000,400000
Newark,2016,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,3,150000,0,0,150000
Newark,2016,UNIVERSITY OF DELAWARE,0,2,100000,0,0,100000
Newark,2017,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,2,100000,0,0,100000
Newark,2017,UNIVERSITY OF DELAWARE,0,1,50000,0,0,50000
Newark,2018,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,4,200000,0,0,200000
Newark,2018,UNIVERSITY OF DELAWARE,0,3,150000,1,160000,310000
Newark,2019,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,2,100000,0,0,100000
Newark,2019,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,0,0,50000
Newark,2019,UNIVERSITY OF DELAWARE,0,6,300000,0,0,300000
Newark,2020,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,6,299999,0,0,299999
Newark,2020,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,0,0,50000
Newark,2020,UNIVERSITY OF DELAWARE,0,3,150000,0,0,150000
Newark,2021,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,5,250000,1,299775,549775
Newark,2021,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",0,1,50000,0,0,50000
Newark,2021,UNIVERSITY OF DELAWARE,0,1,50000,0,0,50000
Newark,2022,NEW JERSEY INSTITUTE OF TECHNOLOGY,0,6,300000,0,0,300000
New York,2012,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",0,3,150000,0,0,150000
New York,2013,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",0,1,50000,0,0,50000
New York,2014,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",0,1,50000,0,0,50000
New York,2017,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",0,1,50000,0,0,50000
New York,2018,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",0,1,50000,0,0,50000
New York,2019,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",0,2,100000,0,0,100000
New York,2020,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",0,3,150000,0,0,150000
New York,2021,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",0,1,50000,0,0,50000
Norfolk,2015,OLD DOMINION UNIVERSITY RESEARCH FOUNDATION,0,1,50000,0,0,50000
Norfolk,2019,"FRANKLIN W. OLIN COLLEGE OF ENGINEERING, INC.",0,1,50000,0,0,50000
Norfolk,2021,"FRANKLIN W. OLIN COLLEGE OF ENGINEERING, INC.",1,0,0,1,96611,96611
Norman,2012,UNIVERSITY OF OKLAHOMA,0,2,100000,0,0,100000
Norman,2022,UNIVERSITY OF OKLAHOMA,0,1,50000,0,0,50000
Northridge,2017,"UNIVERSITY CORPORATION, THE",1,0,0,1,498335,498335
Notre Dame,2013,UNIVERSITY OF NOTRE DAME DU LAC,0,1,50000,0,0,50000
Notre Dame,2015,UNIVERSITY OF NOTRE DAME DU LAC,0,1,50000,0,0,50000
Notre Dame,2016,UNIVERSITY OF NOTRE DAME DU LAC,0,1,50000,0,0,50000
Notre Dame,2017,UNIVERSITY OF NOTRE DAME DU LAC,0,1,50000,0,0,50000
Oakland Gardens,2018,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,0,1,50000,0,0,50000
Oktibbeha,2017,MISSISSIPPI STATE UNIVERSITY,0,1,50000,1,495300,545300
Oktibbeha,2018,MISSISSIPPI STATE UNIVERSITY,0,2,100000,0,0,100000
Oktibbeha,2020,MISSISSIPPI STATE UNIVERSITY,0,1,50000,0,0,50000
Orlando,2012,"UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES, THE",0,1,50000,0,0,50000
Orlando,2014,"UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES, THE",1,0,0,1,300000,300000
Orlando,2015,"UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES, THE",0,2,100000,0,0,100000
Orlando,2016,"UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES, THE",0,3,150000,0,0,150000
Orlando,2017,"UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES, THE",0,1,50000,1,299268,349268
Orlando,2019,"UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES, THE",0,5,250000,0,0,250000
Orlando,2020,"UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES, THE",0,1,50000,0,0,50000
Orlando,2021,"UNIVERSITY OF CENTRAL FLORIDA BOARD OF TRUSTEES, THE",0,1,50000,0,0,50000
Orono,2017,UNIVERSITY OF MAINE SYSTEM,0,1,50000,0,0,50000
Orono,2018,UNIVERSITY OF MAINE SYSTEM,1,0,0,1,150930,150930
Orono,2019,UNIVERSITY OF MAINE SYSTEM,0,1,50000,0,0,50000
Orono,2020,UNIVERSITY OF MAINE SYSTEM,0,1,50000,0,0,50000
Orono,2022,UNIVERSITY OF MAINE SYSTEM,0,1,50000,0,0,50000
Oswego,2014,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,1,50000,0,0,50000
Oswego,2018,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",0,1,50000,0,0,50000
Pasadena,2012,CALIFORNIA INSTITUTE OF TECHNOLOGY,0,1,50000,0,0,50000
Pasadena,2016,CALIFORNIA INSTITUTE OF TECHNOLOGY,0,2,100000,0,0,100000
Pasadena,2017,CALIFORNIA INSTITUTE OF TECHNOLOGY,0,2,100000,0,0,100000
Pasadena,2018,CALIFORNIA INSTITUTE OF TECHNOLOGY,0,1,50000,0,0,50000
Pasadena,2019,CALIFORNIA INSTITUTE OF TECHNOLOGY,0,1,50000,0,0,50000
Philadelphia,2011,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",0,1,50000,0,0,50000
Philadelphia,2012,DREXEL UNIVERSITY,0,1,50000,0,0,50000
Philadelphia,2012,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",0,1,50000,0,0,50000
Philadelphia,2013,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,0,1,50000,0,0,50000
Philadelphia,2014,DREXEL UNIVERSITY,0,1,50000,0,0,50000
Philadelphia,2014,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,0,2,100000,0,0,100000
Philadelphia,2015,DREXEL UNIVERSITY,0,1,50000,0,0,50000
Philadelphia,2015,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,0,1,50000,0,0,50000
Philadelphia,2015,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",0,1,50000,1,300000,350000
Philadelphia,2016,DREXEL UNIVERSITY,0,1,50000,0,0,50000
Philadelphia,2017,DREXEL UNIVERSITY,0,1,50000,0,0,50000
Philadelphia,2017,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,0,1,50000,0,0,50000
Philadelphia,2017,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",0,1,50000,0,0,50000
Philadelphia,2018,DREXEL UNIVERSITY,0,1,50000,0,0,50000
Philadelphia,2018,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",0,5,250000,1,162447,412447
Philadelphia,2019,DREXEL UNIVERSITY,0,3,150000,0,0,150000
Philadelphia,2019,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,0,1,50000,0,0,50000
Philadelphia,2020,DREXEL UNIVERSITY,0,1,50000,0,0,50000
Philadelphia,2021,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",0,1,50000,0,0,50000
