awardeeCounty,Year_date,d_SBIR_1,SBIR_1,d_SBIR_2,SBIR_2,d_STTR_1,STTR_1,d_STTR_2,STTR_2,d_PFI,PFI,d_others,others,d_inv,d_59,total_50k,d_99,estimatedTotalAmt_d_99,total_corps,total_fund,d_d_59,ID,gname_x,gname_y,gname_x,gname_y,gname_x,gname_y,gname
Alfred,2006,0,0,0,0,0,0,0,0,0,0,1,767480,0,0,0,0,0,0,767480,0,32,,,,,,,
Alfred,2008,0,0,0,0,0,0,0,0,0,0,1,121352,0,0,0,0,0,0,121352,0,32,,,,,,,
Alfred,2009,0,0,0,0,0,0,0,0,0,0,1,135670,0,0,0,0,0,0,135670,0,32,,,,,,,
Alfred,2010,0,0,0,0,0,0,0,0,0,0,1,618496,0,0,0,0,0,0,618496,0,32,,,,,,,
Alfred,2011,0,0,0,0,0,0,0,0,0,0,1,807215,0,0,0,0,0,0,807215,0,32,,,,,,,
Alfred,2013,0,0,0,0,0,0,0,0,0,0,1,29620,0,0,0,0,0,0,29620,0,32,,,,,,,
Alfred,2020,0,0,0,0,0,0,0,0,0,0,1,495254,0,0,0,0,0,0,495254,0,32,,,,,,,
Alhambra,1997,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,33,,,,,,,
Alhambra,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,,,,,,,
Aliso Viejo,2009,0,0,0,0,0,0,0,0,0,0,1,17500,0,0,0,0,0,0,17500,0,34,,,,,,,
Allegheny County,2020,1,255007,1,749938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004945,0,35,,,,,,,
Allendale,1991,0,0,0,0,0,0,0,0,0,0,1,594468,0,0,0,0,0,0,594468,0,36,,,,,,,2013.0
Allendale,1993,0,0,0,0,0,0,0,0,0,0,1,22000,0,0,0,0,0,0,22000,0,36,,,,,,,2013.0
Allendale,1994,0,0,0,0,0,0,0,0,0,0,1,30435,0,0,0,0,0,0,30435,0,36,,,,,,,2013.0
Allendale,1995,0,0,0,0,0,0,0,0,0,0,1,90000,0,0,0,0,0,0,90000,0,36,,,,,,,2013.0
Allendale,1996,0,0,0,0,0,0,0,0,0,0,1,54145,0,0,0,0,0,0,54145,0,36,,,,,,,2013.0
Allendale,1997,0,0,0,0,0,0,0,0,0,0,1,59524,0,0,0,0,0,0,59524,0,36,,,,,,,2013.0
Allendale,1998,0,0,0,0,0,0,0,0,0,0,1,243522,0,0,0,0,0,0,243522,0,36,,,,,,,2013.0
Allendale,1999,0,0,0,0,0,0,0,0,0,0,1,39915,0,0,0,0,0,0,39915,0,36,,,,,,,2013.0
Allendale,2000,0,0,0,0,0,0,0,0,0,0,1,479429,0,0,0,0,0,0,479429,0,36,,,,,,,2013.0
Allendale,2001,0,0,0,0,0,0,0,0,0,0,1,270000,0,0,0,0,0,0,270000,0,36,,,,,,,2013.0
Allendale,2003,0,0,0,0,0,0,0,0,0,0,1,394236,0,0,0,0,0,0,394236,0,36,,,,,,,2013.0
Allendale,2005,0,0,0,0,0,0,0,0,0,0,1,59467,0,0,0,0,0,0,59467,0,36,,,,,,,2013.0
Allendale,2006,0,0,0,0,0,0,0,0,0,0,1,1618874,0,0,0,0,0,0,1618874,0,36,,,,,,,2013.0
Allendale,2007,0,0,0,0,0,0,0,0,0,0,1,519413,0,0,0,0,0,0,519413,0,36,,,,,,,2013.0
Allendale,2009,0,0,0,0,0,0,0,0,0,0,1,153187,0,0,0,0,0,0,153187,0,36,,,,,,,2013.0
Allendale,2010,0,0,0,0,0,0,0,0,0,0,1,145265,0,0,0,0,0,0,145265,0,36,,,,,,,2013.0
Allendale,2011,0,0,0,0,0,0,0,0,0,0,1,2974846,0,0,0,0,0,0,2974846,0,36,,,,,,,2013.0
Allendale,2012,0,0,0,0,0,0,0,0,0,0,1,248563,0,0,0,0,0,0,248563,0,36,,,,,,,2013.0
Allendale,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50000,0,0,50000,50000,1,36,,,,,,,2013.0
Allendale,2015,0,0,0,0,0,0,0,0,0,0,1,539164,0,0,0,0,0,0,539164,1,36,,,,,,,2013.0
Allendale,2016,0,0,0,0,0,0,0,0,0,0,1,357435,0,2,100000,0,0,100000,457435,1,36,,,,,,,2013.0
Allendale,2017,0,0,0,0,0,0,0,0,0,0,1,2006000,0,0,0,0,0,0,2006000,1,36,,,,,,,2013.0
Allendale,2018,0,0,0,0,0,0,0,0,0,0,1,1360455,0,0,0,0,0,0,1360455,1,36,,,,,,,2013.0
Allendale,2019,0,0,0,0,0,0,0,0,0,0,1,484664,0,0,0,0,0,0,484664,1,36,,,,,,,2013.0
Allendale,2020,0,0,0,0,0,0,0,0,0,0,1,2074734,0,0,0,0,0,0,2074734,1,36,,,,,,,2013.0
Allendale,2021,0,0,0,0,0,0,0,0,0,0,1,451304,0,0,0,0,0,0,451304,1,36,,,,,,,2013.0
Allendale,2022,0,0,0,0,0,0,0,0,0,0,1,55165,0,0,0,0,0,0,55165,1,36,,,,,,,2013.0
Allentown,1993,0,0,0,0,0,0,0,0,0,0,1,61290,0,0,0,0,0,0,61290,0,37,,,,,,,
Allentown,1995,0,0,0,0,0,0,0,0,0,0,1,27731,0,0,0,0,0,0,27731,0,37,,,,,,,
Allentown,1999,0,0,0,0,0,0,0,0,0,0,1,16523,0,0,0,0,0,0,16523,0,37,,,,,,,
Allentown,2000,0,0,0,0,0,0,0,0,0,0,1,253886,0,0,0,0,0,0,253886,0,37,,,,,,,
Allentown,2002,0,0,0,0,0,0,0,0,0,0,1,150000,0,0,0,0,0,0,150000,0,37,,,,,,,
Allentown,2003,0,0,0,0,0,0,0,0,0,0,1,732423,0,0,0,0,0,0,732423,0,37,,,,,,,
Allentown,2010,0,0,0,0,0,0,0,0,0,0,1,914650,0,0,0,0,0,0,914650,0,37,,,,,,,
Allentown,2011,0,0,0,0,0,0,0,0,0,0,1,161367,0,0,0,0,0,0,161367,0,37,,,,,,,
Allentown,2012,0,0,0,0,0,0,0,0,0,0,1,324000,0,0,0,0,0,0,324000,0,37,,,,,,,
Allentown,2013,0,0,0,0,0,0,0,0,0,0,1,372064,0,0,0,0,0,0,372064,0,37,,,,,,,
Allentown,2015,0,0,0,0,0,0,0,0,0,0,1,607786,0,0,0,0,0,0,607786,0,37,,,,,,,
Allentown,2016,0,0,0,0,0,0,0,0,0,0,1,323916,0,0,0,0,0,0,323916,0,37,,,,,,,
Alliance,2017,0,0,0,0,0,0,0,0,0,0,1,5400,0,0,0,0,0,0,5400,0,38,,,,,,,
Allston,2006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,39,,,,,,2006.0,
Allston,2009,0,0,0,0,0,0,0,0,0,0,1,270000,0,0,0,0,0,0,270000,0,39,,,,,,2006.0,
Allston,2010,0,0,0,0,0,0,0,0,0,0,1,120000,0,0,0,0,0,0,120000,0,39,,,,,,2006.0,
Allston,2012,0,0,0,0,0,0,0,0,0,0,1,5836,0,0,0,0,0,0,5836,0,39,,,,,,2006.0,
Allston,2016,0,0,0,0,0,0,0,0,0,0,1,10800,0,0,0,0,0,0,10800,0,39,,,,,,2006.0,
Allston,2018,0,0,0,0,0,0,0,0,0,0,1,300000,0,0,0,0,0,0,300000,0,39,,,,,,2006.0,
Allston,2019,1,224990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,224990,0,39,,,,,,2006.0,
Allston,2022,1,0,0,0,0,0,0,0,0,0,1,150000,0,0,0,0,0,0,150000,0,39,,,,,,2006.0,
Alma,1992,0,0,0,0,0,0,0,0,0,0,1,38450,0,0,0,0,0,0,38450,0,40,,,,,,,
Alma,1993,0,0,0,0,0,0,0,0,0,0,1,173808,0,0,0,0,0,0,173808,0,40,,,,,,,
Alma,1994,0,0,0,0,0,0,0,0,0,0,1,30350,0,0,0,0,0,0,30350,0,40,,,,,,,
Alma,1999,0,0,0,0,0,0,0,0,0,0,1,277690,0,0,0,0,0,0,277690,0,40,,,,,,,
Alma,2003,0,0,0,0,0,0,0,0,0,0,1,77818,0,0,0,0,0,0,77818,0,40,,,,,,,
Alma,2009,0,0,0,0,0,0,0,0,0,0,1,499569,0,0,0,0,0,0,499569,0,40,,,,,,,
Alma,2010,0,0,0,0,0,0,0,0,0,0,1,140000,0,0,0,0,0,0,140000,0,40,,,,,,,
Alma,2015,0,0,0,0,0,0,0,0,0,0,1,622430,0,0,0,0,0,0,622430,0,40,,,,,,,
Alpena,1995,0,0,0,0,0,0,0,0,0,0,1,15000,0,0,0,0,0,0,15000,0,41,,,,,,,
Alpena,2011,0,0,0,0,0,0,0,0,0,0,1,400000,0,0,0,0,0,0,400000,0,41,,,,,,,
Alpharetta,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,,,,,,,
Alpharetta,2019,0,0,0,0,1,450000,0,0,0,0,0,0,0,0,0,0,0,0,450000,0,42,,,,,,,
Alpharetta,2020,0,0,0,0,1,0,0,0,0,0,1,138000,0,0,0,0,0,0,138000,0,42,,,,,,,
Alvin,1994,0,0,0,0,0,0,0,0,0,0,1,495646,0,0,0,0,0,0,495646,0,43,,,,,,,
Amarillo,1994,0,0,0,0,0,0,0,0,0,0,1,630000,0,0,0,0,0,0,630000,0,44,,,,,,,
Amarillo,1995,0,0,0,0,0,0,0,0,0,0,1,150788,0,0,0,0,0,0,150788,0,44,,,,,,,
Amarillo,1998,0,0,0,0,0,0,0,0,0,0,1,200000,0,0,0,0,0,0,200000,0,44,,,,,,,
Amarillo,2000,0,0,0,0,0,0,0,0,0,0,1,137484,0,0,0,0,0,0,137484,0,44,,,,,,,
Amarillo,2002,0,0,0,0,0,0,0,0,0,0,1,300000,0,0,0,0,0,0,300000,0,44,,,,,,,
Amarillo,2010,0,0,0,0,0,0,0,0,0,0,1,1596848,0,0,0,0,0,0,1596848,0,44,,,,,,,
Amarillo,2013,0,0,0,0,0,0,0,0,0,0,1,30221,0,0,0,0,0,0,30221,0,44,,,,,,,
Amarillo,2017,0,0,0,0,0,0,0,0,0,0,1,626769,0,0,0,0,0,0,626769,0,44,,,,,,,
Americus,1997,0,0,0,0,0,0,0,0,0,0,1,35424,0,0,0,0,0,0,35424,0,45,,,,,,,
Americus,2009,0,0,0,0,0,0,0,0,0,0,1,85976,0,0,0,0,0,0,85976,0,45,,,,,,,
Ames,1988,0,0,0,0,0,0,0,0,0,0,1,280712,0,0,0,0,0,0,280712,0,46,,,,,,,2016.0
Ames,1990,0,0,0,0,0,0,0,0,0,0,1,1399573,0,0,0,0,0,0,1399573,0,46,,,,,,,2016.0
Ames,1991,0,0,0,0,0,0,0,0,0,0,1,3184647,0,0,0,0,0,0,3184647,0,46,,,,,,,2016.0
Ames,1992,0,0,0,0,0,0,0,0,0,0,1,4800706,0,0,0,0,0,0,4800706,0,46,,,,,,,2016.0
Ames,1993,0,0,0,0,0,0,0,0,0,0,1,6447528,0,0,0,0,0,0,6447528,0,46,,,,,,,2016.0
Ames,1994,0,0,0,0,0,0,0,0,0,0,1,6055171,0,0,0,0,0,0,6055171,0,46,,,,,,,2016.0
Ames,1995,0,0,0,0,0,0,0,0,0,0,1,2976678,0,0,0,0,0,0,2976678,0,46,,,,,,,2016.0
Ames,1996,0,0,0,0,0,0,0,0,0,0,1,12694122,0,0,0,0,0,0,12694122,0,46,,,,,,,2016.0
Ames,1997,0,0,0,0,0,0,0,0,0,0,1,6137174,0,0,0,0,0,0,6137174,0,46,,,,,,,2016.0
Ames,1998,0,0,0,0,0,0,0,0,0,0,1,4939441,0,0,0,0,0,0,4939441,0,46,,,,,,,2016.0
Ames,1999,0,0,0,0,0,0,0,0,0,0,1,9823471,0,0,0,0,0,0,9823471,0,46,,,,,,,2016.0
Ames,2000,0,0,0,0,0,0,0,0,0,0,1,9714793,0,0,0,0,0,0,9714793,0,46,,,,,,,2016.0
Ames,2001,0,0,0,0,0,0,0,0,0,0,1,7275684,0,0,0,0,0,0,7275684,0,46,,,,,,,2016.0
Ames,2002,0,0,0,0,0,0,0,0,0,0,1,10095929,0,0,0,0,0,0,10095929,0,46,,,,,,,2016.0
Ames,2003,0,0,0,0,0,0,0,0,0,0,1,11997722,0,0,0,0,0,0,11997722,0,46,,,,,,,2016.0
Ames,2004,0,0,0,0,0,0,0,0,0,0,1,3214226,0,0,0,0,0,0,3214226,0,46,,,,,,,2016.0
Ames,2005,0,0,0,0,0,0,0,0,0,0,1,6622484,0,0,0,0,0,0,6622484,0,46,,,,,,,2016.0
Ames,2006,0,0,0,0,0,0,0,0,0,0,1,12399240,0,0,0,0,0,0,12399240,0,46,,,,,,,2016.0
Ames,2007,0,0,0,0,0,0,0,0,0,0,1,6168811,0,0,0,0,0,0,6168811,0,46,,,,,,,2016.0
Ames,2008,0,0,0,0,0,0,0,0,0,0,1,32673883,0,0,0,0,0,0,32673883,0,46,,,,,,,2016.0
Ames,2009,0,0,0,0,0,0,0,0,0,0,1,24198368,0,0,0,0,0,0,24198368,0,46,,,,,,,2016.0
Ames,2010,0,0,0,0,0,0,0,0,0,0,1,12269579,0,0,0,0,0,0,12269579,0,46,,,,,,,2016.0
Ames,2011,0,0,0,0,0,0,0,0,0,0,1,36467123,0,0,0,0,0,0,36467123,0,46,,,,,,,2016.0
Ames,2012,0,0,0,0,0,0,0,0,0,0,1,6082499,0,0,0,0,0,0,6082499,0,46,,,,,,,2016.0
Ames,2013,0,0,0,0,0,0,0,0,0,0,1,4934488,0,0,0,0,0,0,4934488,0,46,,,,,,,2016.0
Ames,2014,0,0,0,0,0,0,0,0,0,0,1,9907130,0,0,0,0,0,0,9907130,0,46,,,,,,,2016.0
Ames,2015,0,0,0,0,0,0,0,0,0,0,1,9202898,0,0,0,0,0,0,9202898,0,46,,,,,,,2016.0
Ames,2016,0,0,0,0,1,225000,0,0,0,0,1,9870985,0,1,50000,0,0,50000,10145985,1,46,,,,,,,2016.0
Ames,2017,0,0,0,0,1,0,0,0,1,1000000,1,5439511,0,0,0,0,0,0,6439511,1,46,,,,,,,2016.0
Ames,2018,1,450000,1,737901,1,0,0,0,1,750000,1,31849138,0,2,100000,0,0,100000,33887039,1,46,,,,,,,2016.0
Ames,2019,1,1349737,1,0,1,450000,0,0,1,0,1,32038921,0,3,150000,0,0,150000,33988658,1,46,,,,,,,2016.0
Ames,2020,1,0,1,1999810,1,225000,0,0,1,199999,1,23744916,0,1,50000,0,0,50000,26219725,1,46,,,,,,,2016.0
Ames,2021,1,1024000,1,0,1,0,0,0,1,499998,1,22022643,0,2,100000,0,0,100000,23646641,1,46,,,,,,,2016.0
Ames,2022,1,256000,1,0,1,0,0,0,1,1550000,1,29828942,0,0,0,0,0,0,31634942,1,46,,,,,,,2016.0
Amherst,1990,0,0,0,0,0,0,0,0,0,0,1,1425835,0,0,0,0,0,0,1425835,0,47,,,,,,,
Amherst,1991,0,0,0,0,0,0,0,0,0,0,1,878350,0,0,0,0,0,0,878350,0,47,,,,,,,
Amherst,1993,0,0,0,0,0,0,0,0,0,0,1,121271,0,0,0,0,0,0,121271,0,47,,,,,,,
Amherst,1994,0,0,0,0,0,0,0,0,0,0,1,16250,0,0,0,0,0,0,16250,0,47,,,,,,,
Amherst,1995,0,0,0,0,0,0,0,0,0,0,1,895951,0,0,0,0,0,0,895951,0,47,,,,,,,
Amherst,2001,0,0,0,0,0,0,0,0,0,0,1,37550,0,0,0,0,0,0,37550,0,47,,,,,,,
Amherst,2002,0,0,0,0,0,0,0,0,0,0,1,1248233,0,0,0,0,0,0,1248233,0,47,,,,,,,
Amherst,2003,0,0,0,0,0,0,0,0,0,0,1,306768,0,0,0,0,0,0,306768,0,47,,,,,,,
Amherst,2004,0,0,0,0,0,0,0,0,0,0,1,615000,0,0,0,0,0,0,615000,0,47,,,,,,,
Amherst,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,,,,,,,
Amherst,2006,0,0,0,0,0,0,0,0,0,0,1,164480,0,0,0,0,0,0,164480,0,47,,,,,,,
Amherst,2007,0,0,0,0,0,0,0,0,0,0,1,2267130,0,0,0,0,0,0,2267130,0,47,,,,,,,
Amherst,2008,0,0,0,0,0,0,0,0,0,0,1,409493,0,0,0,0,0,0,409493,0,47,,,,,,,
Amherst,2009,0,0,0,0,0,0,0,0,0,0,1,764748,0,0,0,0,0,0,764748,0,47,,,,,,,
Amherst,2010,0,0,0,0,0,0,0,0,0,0,1,441550,0,0,0,0,0,0,441550,0,47,,,,,,,
Amherst,2011,0,0,0,0,0,0,0,0,0,0,1,1429411,0,0,0,0,0,0,1429411,0,47,,,,,,,
Amherst,2013,0,0,1,1304900,0,0,0,0,0,0,1,42000,0,0,0,0,0,0,1346900,0,47,,,,,,,
Amherst,2014,0,0,1,0,0,0,0,0,0,0,1,15210,0,0,0,0,0,0,15210,0,47,,,,,,,
Amherst,2015,0,0,1,0,0,0,0,0,0,0,1,541198,0,0,0,0,0,0,541198,0,47,,,,,,,
Amherst,2017,0,0,1,0,0,0,0,0,0,0,1,2945710,0,0,0,0,0,0,2945710,0,47,,,,,,,
Amherst,2018,0,0,1,0,0,0,0,0,0,0,1,3626589,0,0,0,0,0,0,3626589,0,47,,,,,,,
Amherst,2019,1,449972,1,0,0,0,0,0,0,0,1,973288,0,0,0,0,0,0,1423260,0,47,,,,,,,
Amherst,2020,1,0,1,965773,0,0,0,0,0,0,1,1844321,0,0,0,0,0,0,2810094,0,47,,,,,,,
Amherst,2021,1,255703,1,0,0,0,0,0,0,0,1,1758083,0,0,0,0,0,0,2013786,0,47,,,,,,,
Amherst,2022,1,0,1,0,1,255492,0,0,0,0,1,4238139,0,0,0,0,0,0,4493631,0,47,,,,,,,
Amston,2015,0,0,0,0,0,0,0,0,0,0,1,10140,0,0,0,0,0,0,10140,0,48,,,,,,,
Anacortes,2003,0,0,0,0,0,0,0,0,0,0,1,30000,0,0,0,0,0,0,30000,0,49,,,,,,,
Anchorage,1993,0,0,0,0,0,0,0,0,0,0,1,254929,0,0,0,0,0,0,254929,0,50,,,,,,,
Anchorage,1994,0,0,0,0,0,0,0,0,0,0,1,107388,0,0,0,0,0,0,107388,0,50,,,,,,,
Anchorage,1995,0,0,0,0,0,0,0,0,0,0,1,2980732,0,0,0,0,0,0,2980732,0,50,,,,,,,
Anchorage,1996,0,0,0,0,0,0,0,0,0,0,1,577924,0,0,0,0,0,0,577924,0,50,,,,,,,
Anchorage,1997,0,0,0,0,0,0,0,0,0,0,1,60000,0,0,0,0,0,0,60000,0,50,,,,,,,
Anchorage,1998,0,0,0,0,0,0,0,0,0,0,1,315102,0,0,0,0,0,0,315102,0,50,,,,,,,
Anchorage,1999,0,0,0,0,0,0,0,0,0,0,1,4009179,0,0,0,0,0,0,4009179,0,50,,,,,,,
Anchorage,2000,0,0,0,0,0,0,0,0,0,0,1,1751565,0,0,0,0,0,0,1751565,0,50,,,,,,,
Anchorage,2001,0,0,0,0,0,0,0,0,0,0,1,2059462,0,0,0,0,0,0,2059462,0,50,,,,,,,
Anchorage,2002,0,0,0,0,0,0,0,0,0,0,1,2675374,0,0,0,0,0,0,2675374,0,50,,,,,,,
Anchorage,2003,0,0,0,0,0,0,0,0,1,600000,1,877428,0,0,0,0,0,0,1477428,0,50,,,,,,,
Anchorage,2004,0,0,0,0,0,0,0,0,1,0,1,304909,0,0,0,0,0,0,304909,0,50,,,,,,,
Anchorage,2005,0,0,0,0,0,0,0,0,1,0,1,2480823,0,0,0,0,0,0,2480823,0,50,,,,,,,
Anchorage,2006,0,0,0,0,0,0,0,0,1,0,1,5696581,0,0,0,0,0,0,5696581,0,50,,,,,,,
Anchorage,2007,0,0,0,0,0,0,0,0,1,0,1,2245931,0,0,0,0,0,0,2245931,0,50,,,,,,,
Anchorage,2008,0,0,0,0,0,0,0,0,1,1200000,1,0,0,0,0,0,0,0,1200000,0,50,,,,,,,
Anchorage,2009,0,0,0,0,0,0,0,0,1,0,1,986652,0,0,0,0,0,0,986652,0,50,,,,,,,
Anchorage,2010,0,0,0,0,0,0,0,0,1,0,1,445932,0,0,0,0,0,0,445932,0,50,,,,,,,
Anchorage,2011,1,150000,0,0,0,0,0,0,1,0,1,3789904,0,0,0,0,0,0,3939904,0,50,,,,,,,
Anchorage,2012,1,0,0,0,0,0,0,0,1,0,1,2633537,0,0,0,0,0,0,2633537,0,50,,,,,,,
Anchorage,2013,1,0,0,0,0,0,0,0,1,0,1,209997,0,0,0,0,0,0,209997,0,50,,,,,,,
Anchorage,2014,1,0,0,0,0,0,0,0,1,0,1,2420240,0,0,0,0,0,0,2420240,0,50,,,,,,,
Anchorage,2015,1,0,0,0,0,0,0,0,1,0,1,24774,0,0,0,0,0,0,24774,0,50,,,,,,,
Anchorage,2016,1,0,0,0,0,0,0,0,1,0,1,2158106,0,0,0,0,0,0,2158106,0,50,,,,,,,
Anchorage,2017,1,0,0,0,0,0,0,0,1,0,1,1548587,0,0,0,0,0,0,1548587,0,50,,,,,,,
Anchorage,2018,1,0,0,0,0,0,0,0,1,0,1,4248096,0,0,0,0,0,0,4248096,0,50,,,,,,,
Anchorage,2019,1,0,0,0,0,0,0,0,1,0,1,3801038,0,0,0,0,0,0,3801038,0,50,,,,,,,
Anchorage,2020,1,449732,0,0,0,0,0,0,1,0,1,1710438,0,0,0,0,0,0,2160170,0,50,,,,,,,
Anchorage,2021,1,0,0,0,0,0,0,0,1,0,1,5453536,0,0,0,0,0,0,5453536,0,50,,,,,,,
Anchorage,2022,1,0,0,0,0,0,0,0,1,0,1,2460783,0,0,0,0,0,0,2460783,0,50,,,,,,,
Anchorage Municipality ,2012,0,0,0,0,0,0,0,0,0,0,1,349980,0,0,0,0,0,0,349980,0,51,,,,,,,
Anderson,1993,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,52,,,,,,,
Anderson,1999,0,0,0,0,0,0,0,0,0,0,1,38317,0,0,0,0,0,0,38317,0,52,,,,,,,
Anderson,2002,0,0,0,0,0,0,0,0,0,0,1,130548,0,0,0,0,0,0,130548,0,52,,,,,,,
Anderson,2010,0,0,1,500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500000,0,52,,,,,,,
Anderson,2014,0,0,1,0,0,0,0,0,0,0,1,5070,0,0,0,0,0,0,5070,0,52,,,,,,,
Anderson and Roane Counties,1991,0,0,0,0,0,0,0,0,0,0,1,1667830,0,0,0,0,0,0,1667830,0,53,,,,,,,
Andover,1990,0,0,0,0,0,0,0,0,0,0,1,776629,0,0,0,0,0,0,776629,0,54,,,,,,,
Andover,1992,0,0,0,0,0,0,0,0,0,0,1,3198548,0,0,0,0,0,0,3198548,0,54,,,,,,,
Andover,1993,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,54,,,,,,,
Andover,1995,0,0,0,0,0,0,0,0,0,0,1,564700,0,0,0,0,0,0,564700,0,54,,,,,,,
Andover,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,,,,,,,
Andover,2020,1,256000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,256000,0,54,,,,,,,
Angola,1996,0,0,0,0,0,0,0,0,0,0,1,29644,0,0,0,0,0,0,29644,0,55,,,,,,,
Angola,2001,0,0,0,0,0,0,0,0,0,0,1,400000,0,0,0,0,0,0,400000,0,55,,,,,,,
Angola,2006,0,0,0,0,0,0,0,0,0,0,1,1000000,0,0,0,0,0,0,1000000,0,55,,,,,,,
Angwin,2011,0,0,0,0,0,0,0,0,0,0,1,103474,0,0,0,0,0,0,103474,0,56,,,,,,,
Ankeny,2007,0,0,0,0,0,0,0,0,0,0,1,1000000,0,0,0,0,0,0,1000000,0,57,,,,,,,
Ankeny,2013,0,0,0,0,0,0,0,0,0,0,1,199713,0,0,0,0,0,0,199713,0,57,,,,,,,
Ankeny,2020,0,0,0,0,0,0,0,0,0,0,1,193578,0,0,0,0,0,0,193578,0,57,,,,,,,
Ann Arbor,1987,0,0,0,0,0,0,0,0,0,0,1,57973323,0,0,0,0,0,0,57973323,0,58,,,,,,,
Ann Arbor,1988,0,0,0,0,0,0,0,0,0,0,1,6235145,0,0,0,0,0,0,6235145,0,58,,,,,,,
Ann Arbor,1989,0,0,0,0,0,0,0,0,0,0,1,1307099,0,0,0,0,0,0,1307099,0,58,,,,,,,
Ann Arbor,1990,0,0,0,0,0,0,0,0,0,0,1,7549582,0,0,0,0,0,0,7549582,0,58,,,,,,,
Ann Arbor,1991,0,0,0,0,0,0,0,0,0,0,1,31318845,0,0,0,0,0,0,31318845,0,58,,,,,,,
Ann Arbor,1992,0,0,0,0,0,0,0,0,0,0,1,29421219,0,0,0,0,0,0,29421219,0,58,,,,,,,
Ann Arbor,1993,0,0,0,0,0,0,0,0,0,0,1,19168976,0,0,0,0,0,0,19168976,0,58,,,,,,,
Ann Arbor,1994,0,0,0,0,0,0,0,0,0,0,1,37311342,0,0,0,0,0,0,37311342,0,58,,,,,,,
Ann Arbor,1995,0,0,0,0,0,0,0,0,0,0,1,29171586,0,0,0,0,0,0,29171586,0,58,,,,,,,
Ann Arbor,1996,0,0,0,0,0,0,0,0,0,0,1,34441498,0,0,0,0,0,0,34441498,0,58,,,,,,,
Ann Arbor,1997,0,0,0,0,0,0,0,0,0,0,1,27708387,0,0,0,0,0,0,27708387,0,58,,,,,,,
Ann Arbor,1998,0,0,0,0,0,0,0,0,0,0,1,20972883,0,0,0,0,0,0,20972883,0,58,,,,,,,
Ann Arbor,1999,0,0,0,0,0,0,0,0,0,0,1,26393427,0,0,0,0,0,0,26393427,0,58,,,,,,,
Ann Arbor,2000,0,0,0,0,0,0,0,0,0,0,1,20781331,0,0,0,0,0,0,20781331,0,58,,,,,,,
Ann Arbor,2001,0,0,0,0,0,0,0,0,0,0,1,18811724,0,0,0,0,0,0,18811724,0,58,,,,,,,
Ann Arbor,2002,0,0,0,0,0,0,0,0,0,0,1,20149575,0,0,0,0,0,0,20149575,0,58,,,,,,,
Ann Arbor,2003,0,0,0,0,0,0,0,0,0,0,1,24370654,0,0,0,0,0,0,24370654,0,58,,,,,,,
Ann Arbor,2004,0,0,0,0,0,0,0,0,0,0,1,12670911,0,0,0,0,0,0,12670911,0,58,,,,,,,
Ann Arbor,2005,0,0,0,0,0,0,0,0,0,0,1,17453120,0,0,0,0,0,0,17453120,0,58,,,,,,,
Ann Arbor,2006,0,0,0,0,0,0,0,0,0,0,1,22851792,0,0,0,0,0,0,22851792,0,58,,,,,,,
Ann Arbor,2007,0,0,0,0,0,0,0,0,0,0,1,25907416,0,0,0,0,0,0,25907416,0,58,,,,,,,
Ann Arbor,2008,0,0,0,0,0,0,0,0,0,0,1,24242998,0,0,0,0,0,0,24242998,0,58,,,,,,,
Ann Arbor,2009,1,299915,0,0,0,0,0,0,0,0,1,22829803,0,0,0,0,0,0,23129718,0,58,,,,,,,
Ann Arbor,2010,1,449999,0,0,0,0,1,500000,0,0,1,29032032,0,0,0,0,0,0,29982031,0,58,,,,,,,
Ann Arbor,2011,1,446787,1,1496373,0,0,1,0,0,0,1,44307774,0,0,0,0,0,0,46250934,0,58,,,,,,,
Ann Arbor,2012,1,0,1,699943,0,0,1,0,0,0,1,29314944,0,3,150000,0,0,150000,30164887,1,58,,,,,,,
Ann Arbor,2013,1,149683,1,413829,0,0,1,0,0,0,1,32610751,0,13,650000,0,0,650000,33824263,1,58,,,,,,,
Ann Arbor,2014,1,0,1,750000,0,0,1,0,0,0,1,19050480,0,7,350000,0,0,350000,20150480,1,58,,,,,,,
Ann Arbor,2015,1,150000,1,749933,0,0,1,0,0,0,1,25097079,0,10,485149,0,0,485149,26482161,1,58,,,,,,,
